,distanced precision,distanced recall,distanced f1,non distanced precision,non distanced recall,non distanced f1
0,0.8598130841121495,0.92,0.888888888888889,0.9585492227979274,0.925,0.9414758269720102
1,0.8867924528301887,0.94,0.912621359223301,0.9690721649484536,0.94,0.9543147208121826
